Male wearing brown shorts and black t-shirt in his bedroom with his feet on the desk talking on the phone.	A man is laying on the couch as he talks on the phone.	contradiction
A group of uniformed officers in a street wearing a mixture of gas masks and face shields.	The officers are outside.	entailment
A group of uniformed officers in a street wearing a mixture of gas masks and face shields.	The police are controlling an unruly crowd.	neutral
A group of uniformed officers in a street wearing a mixture of gas masks and face shields.	The cops are sitting in a donut shop.	contradiction
Street vendors preparing and serving grilled food.	Street vendors are skillfully grilling food for customers.	neutral
Street vendors preparing and serving grilled food.	A restaurant is preparing and serving grilled food.	contradiction
Street vendors preparing and serving grilled food.	Food is being prepared and served.	entailment
A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave, flipping over in the process.	a man has surfed for an hour	neutral
A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave, flipping over in the process.	a man sleeps in bed	contradiction
A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave, flipping over in the process.	a man surfs	entailment
A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water because he is suspended in the air sideways.	A woman swims by herself through the waves.	contradiction
A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water because he is suspended in the air sideways.	The man is windsurfing on the ocean.	entailment
A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water because he is suspended in the air sideways.	A windsurfer realizes his trick has gone wrong and he is going to crash.	neutral
A crowd watching a duo in blue dance on a stage.	Some people are sitting in a lounge.	contradiction
A crowd watching a duo in blue dance on a stage.	A crowd is watching people dance.	entailment
A crowd watching a duo in blue dance on a stage.	A crowd is watching a talent show.	neutral
A man is using what looks to be a fax machine.	A sad man is using what looks to be a fax machine.	neutral
A man is using what looks to be a fax machine.	A person is using what looks to be a fax machine.	entailment
A man is using what looks to be a fax machine.	A woman is using what looks to be a fax machine.	contradiction
A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.	A child is smiling as he watches a clown.	neutral
A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.	A child is performing brain surgery.	contradiction
A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs.	A young kid is smiling.	entailment
An Asian man walks a three-wheeled pedal card fully of white bags.	An Asian man walks a three-wheeled pedal card fully of white bags and he can be seen leaving the store.	neutral
An Asian man walks a three-wheeled pedal card fully of white bags.	An Asian man transports a group of bags.	entailment
An Asian man walks a three-wheeled pedal card fully of white bags.	An Asian man walks his dog on a rainy afternoon.	contradiction
An Asian man is praying at a Buddhist temple.	A man is practicing his religion.	entailment
An Asian man is praying at a Buddhist temple.	The man is making noise and bothering others.	contradiction
An Asian man is praying at a Buddhist temple.	The man has been Buddhist his whole life.	neutral
A band performing at a local bar or club.	The band is playing music	entailment
A band performing at a local bar or club.	The band is playing rock music	neutral
A band performing at a local bar or club.	The band is playing music at a large venue	contradiction
Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.	Two people are climbing something.	entailment
Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.	Two men are playing soccer in the field.	contradiction
Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.	Two brothers are climbing a tree to get down their Frisbee.	neutral
A boy in shorts doing a skateboard trick.	a boy skateboarding in the summer on a street	neutral
A boy in shorts doing a skateboard trick.	a boy swimming in the ocean	contradiction
A boy in shorts doing a skateboard trick.	a boy engaged in a leisure activity	entailment
A man looks at an iPad on a subway, while a beautiful women reads a book.	Two people are occupied with different content.	entailment
A man looks at an iPad on a subway, while a beautiful women reads a book.	The man with the ipad is older than the woman reading the book.	neutral
A man looks at an iPad on a subway, while a beautiful women reads a book.	A man and woman are on a boat in the middle of the sea.	contradiction
A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.	a dog runs far	contradiction
A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.	a man cleans outside his work	neutral
A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.	a man sweeps	entailment
A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.	The group of people are part of a cult.	neutral
A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.	The group of people are scuba divers.	contradiction
A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.	The group of people are dressed alike.	entailment
A woman sits in a market where she sells goods with her dog.	A saleswoman in a market.	entailment
A woman sits in a market where she sells goods with her dog.	A dog sells a woman a hat.	contradiction
A woman sits in a market where she sells goods with her dog.	A woman sells her wares in a busy market.	neutral
Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.	Two workers blowing leaves on a fall day	neutral
Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.	Two workers with leaf blowers blow leaves at each other for  fun	contradiction
Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.	Two people outdoors	entailment
A small boy wearing a blue shirt plays in the kiddie pool.	Boy in a pool	entailment
A small boy wearing a blue shirt plays in the kiddie pool.	Boy playing in the sandbox	contradiction
A small boy wearing a blue shirt plays in the kiddie pool.	Boy cooling off during the summer	neutral
Africans are walking down a dirt road with straw huts in the background.	The  people are in Africa	neutral
Africans are walking down a dirt road with straw huts in the background.	The people are walking in the dirt	entailment
Africans are walking down a dirt road with straw huts in the background.	The people are walking on a busy sidewalk	-
Men work on a city street.	The men are working	entailment
Men work on a city street.	The men are construction workers	neutral
Men work on a city street.	The men are sleeping	contradiction
Workers wearing orange vests work on fence.	Guy sitting on fence.	contradiction
Workers wearing orange vests work on fence.	Guys working outside.	neutral
Workers wearing orange vests work on fence.	Men working to build a fence for customers.	neutral
A dark-skinned man wearing a green cap backwards on his head grins in a crowd.	The guy in the green cap just got home.	neutral
A dark-skinned man wearing a green cap backwards on his head grins in a crowd.	A man in the crowd is wearing his hat backwards.	entailment
A dark-skinned man wearing a green cap backwards on his head grins in a crowd.	The man in the green cap finds something funny.	entailment
A fat woman wearing faint blue top is blowing soap bubble.	A fat woman is wearing a shirt.	entailment
A fat woman wearing faint blue top is blowing soap bubble.	A fat woman is topless.	contradiction
A fat woman wearing faint blue top is blowing soap bubble.	A fat woman is wearing pants.	neutral
A man is swimming with a little girl wearing a pink life jacket in an indoor pool	A man is swimming in an indoor pool.	entailment
A man is swimming with a little girl wearing a pink life jacket in an indoor pool	A man is teaching his granddaughter to swim.	neutral
A man is swimming with a little girl wearing a pink life jacket in an indoor pool	A boy is swimming in the ocean.	contradiction
Man chopping wood with an axe.	The man is chopping wood with a hammer.	contradiction
Man chopping wood with an axe.	A man is cutting wood.	entailment
Man chopping wood with an axe.	The man is outside.	entailment
An older gentleman wearing a hat is walking on crutches next to a busy street.	A man on crutches is trying to cross the street.	neutral
An older gentleman wearing a hat is walking on crutches next to a busy street.	A man with a walking stick is next to the street.	contradiction
An older gentleman wearing a hat is walking on crutches next to a busy street.	An man on crutches is outside.	entailment
Two workers stretch the canvas of the advertising billboard for free range chickens to be appended on a billboard.	These two men are relaxing by the pool.	contradiction
Two workers stretch the canvas of the advertising billboard for free range chickens to be appended on a billboard.	Two people work outside.	entailment
Two workers stretch the canvas of the advertising billboard for free range chickens to be appended on a billboard.	Two men work outdoors.	entailment
A young cowboy is riding bucking bronco in an arena.	A cowboy is swimming in the arena	contradiction
A young cowboy is riding bucking bronco in an arena.	A man is riding a horse.	-
A young cowboy is riding bucking bronco in an arena.	A cowboy is riding a bronco outside.	entailment
A young man, wearing a T-shirt that says Joplin, plays the guitar in front of a large amplifier.	The young man is a guitar player	entailment
A young man, wearing a T-shirt that says Joplin, plays the guitar in front of a large amplifier.	The man is a Janice Joplin fan.	neutral
A young man, wearing a T-shirt that says Joplin, plays the guitar in front of a large amplifier.	The man is playing an acoustic guitar.	neutral
An elderly man is smiling while sitting in front of a row of soda cans.	A young woman drank a lot of soda.	contradiction
An elderly man is smiling while sitting in front of a row of soda cans.	An old man collects soda cans.	neutral
An elderly man is smiling while sitting in front of a row of soda cans.	An old man smiles in front of soda cans.	entailment
A toddler, sitting next to another girl who is slightly older, is using a bubble machine to blow a large bubble into the air.	The bubble machine makes candy.	contradiction
A toddler, sitting next to another girl who is slightly older, is using a bubble machine to blow a large bubble into the air.	A toddler and little girl are blowing bubbles.	entailment
A toddler, sitting next to another girl who is slightly older, is using a bubble machine to blow a large bubble into the air.	Sisters are using a bubble machine to blow big bubbles.	neutral
Two men are standing in a freshly razed field at the boundary of a forest, while a bulldozer sits idling nearby.	The two men are taking a lunch break.	neutral
Two men are standing in a freshly razed field at the boundary of a forest, while a bulldozer sits idling nearby.	Two men are standing near an idling bulldozer.	entailment
Two men are standing in a freshly razed field at the boundary of a forest, while a bulldozer sits idling nearby.	The two men are back at the office.	contradiction
Two soccer players are going after the ball.	They are playing soccer outside.	neutral
Two soccer players are going after the ball.	There are two soccer players.	entailment
Two soccer players are going after the ball.	People are playing baseball.	contradiction
An elderly man talking to a young boy by a table of produce.	the boy  was listening to music	contradiction
An elderly man talking to a young boy by a table of produce.	a old man was talking	entailment
An elderly man talking to a young boy by a table of produce.	the boy was listening	neutral
The guitarist performs a rocking solo.	the musician is at home sleeping	contradiction
The guitarist performs a rocking solo.	the musician is performing	entailment
The guitarist performs a rocking solo.	the musician is performing his favorite song	neutral
Man with plaid shirt staring off into the distance.	Man stares at a painting in a museum.	neutral
Man with plaid shirt staring off into the distance.	Man staring off into the distance.	entailment
Man with plaid shirt staring off into the distance.	Man stares off into the distance at the incoming clouds.	neutral
Three adults are working in a garden near a fence in the yard.	The three adults are outside in the garden.	entailment
Three adults are working in a garden near a fence in the yard.	They are planting flowers.	neutral
Three adults are working in a garden near a fence in the yard.	The basketball players are playing ball.	contradiction
A group of people, mostly in straw hats, follow a man onto a beach covered with many large rocks.	They plan to go throw rocks into the water	neutral
A group of people, mostly in straw hats, follow a man onto a beach covered with many large rocks.	They bike around together laughing gleefully	contradiction
A group of people, mostly in straw hats, follow a man onto a beach covered with many large rocks.	The man and his follows walk along outside	entailment
A longeared dog running in the grass.	A dog is being groomed at a parlor.	contradiction
A longeared dog running in the grass.	A dog runs in the grass.	entailment
A longeared dog running in the grass.	A beagle runs in the grass.	neutral
The guy in the black jacket is standing on his hand on a checkered rectangle.	The husband mows the lawn.	contradiction
The guy in the black jacket is standing on his hand on a checkered rectangle.	A male is engaging in something acrobatic.	entailment
The guy in the black jacket is standing on his hand on a checkered rectangle.	The circus performer wows the crowd with his feat.	neutral
A man stands on one hand in the street while a crowd watches.	The man is street performer.	neutral
A man stands on one hand in the street while a crowd watches.	A man is standing on his hands.	entailment
A man stands on one hand in the street while a crowd watches.	The kid is standing on two hands in the street.	contradiction
A child buried in the sand.	The child is swimming at the pool.	contradiction
A child buried in the sand.	The child has sand on him or her.	entailment
A child buried in the sand.	The child is dead.	contradiction
A little girl with pointy pigtails is sitting in the sand on the beach.	The girl is sitting on the beach.	entailment
A little girl with pointy pigtails is sitting in the sand on the beach.	A young girl enjoys a moment on the beach while she is on vacation.	neutral
A little girl with pointy pigtails is sitting in the sand on the beach.	The girl runs through the grass outside her school.	contradiction
A man in a gray shirt and green tie is working with his computer at his office desk.	A man is near a desk and a computer.	entailment
A man in a gray shirt and green tie is working with his computer at his office desk.	A man in a gray shirt is outdoors.	contradiction
A man in a gray shirt and green tie is working with his computer at his office desk.	A man in a gray shirt is working on a novel.	neutral
A man is riding a bicycle in the street.	a bicycle is being ridden	entailment
A man is riding a bicycle in the street.	a man is suntanning on a cave	contradiction
A man is riding a bicycle in the street.	the man is chasing after his daughter	neutral
A guy on Rollerblades, sliding across a rail.	The male rollerblader is skillfully riding the stair railing.	neutral
A guy on Rollerblades, sliding across a rail.	The rollderblader is using the rail.	entailment
A guy on Rollerblades, sliding across a rail.	The skateboarder rides the rail.	entailment
A young boy plays on a pile of rocks.	A boy is playing army with action figures on rocks.	neutral
A young boy plays on a pile of rocks.	A girl is having a tea party in her room.	contradiction
A young boy plays on a pile of rocks.	A boy is playing on rocks.	entailment
One man cutting through ice on a cold day.	The man cut the ice wrong.	neutral
One man cutting through ice on a cold day.	The man is cutting through ice.	entailment
One man cutting through ice on a cold day.	The man is running around his house.	contradiction
A laughing man is sitting in a camp chair with his arms outstretched, while a man in a black shirt next to him is stuffing his face.	the man bet the other man to eat 40 cookies	neutral
A laughing man is sitting in a camp chair with his arms outstretched, while a man in a black shirt next to him is stuffing his face.	both men were stuffing their faces	contradiction
A laughing man is sitting in a camp chair with his arms outstretched, while a man in a black shirt next to him is stuffing his face.	the man was laughing at the man who was stuffing his face	neutral
Three dogs run through the grass while wearing colored shirts.	Three small dogs run on the moon	contradiction
Three dogs run through the grass while wearing colored shirts.	Three small dogs run through the grass during the day	neutral
Three dogs run through the grass while wearing colored shirts.	There are animals outdoors	entailment
A man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left.	A male has clothes on and is outside walking down the street.	entailment
A man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left.	The man is sleeping in his jail cell.	contradiction
A man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left.	The man who just purchased a pinstriped suit for a formal dinner didn't notice the poster to his left that shows a man wearing the same suit.	neutral
A woman wearing a gray jacket and visibly laughing is seated next to a woman who is wearing a dark blue sweater and is smirking.	The two women are amused.	entailment
A woman wearing a gray jacket and visibly laughing is seated next to a woman who is wearing a dark blue sweater and is smirking.	The women are angry.	contradiction
A woman wearing a gray jacket and visibly laughing is seated next to a woman who is wearing a dark blue sweater and is smirking.	The women just heard a joke.	neutral
A woman with a blue hat and blue and red jacket setting up a camera on a tripod.	A woman sets up a camera to capture pictures of the night sky	neutral
A woman with a blue hat and blue and red jacket setting up a camera on a tripod.	A woman with a red hat sets up a camera on a tripod	contradiction
A woman with a blue hat and blue and red jacket setting up a camera on a tripod.	A woman is setting up a camera on a tripod	entailment
A person rides a motorbike on a dirt path surrounded by trees.	The person is outdoors.	entailment
A person rides a motorbike on a dirt path surrounded by trees.	The bike is black.	neutral
A person rides a motorbike on a dirt path surrounded by trees.	The man is indoors.	contradiction
a man grabs his crotch during a political demonstration.	The man is protesting for better wages.	neutral
a man grabs his crotch during a political demonstration.	A woman grabs a man's crotch during a protest.	contradiction
a man grabs his crotch during a political demonstration.	The man is making a crude gesture.	entailment
A dog and a cow play together inside the fence.	A dog and cow are playing with hay.	neutral
A dog and a cow play together inside the fence.	A dog and cow are outside.	entailment
A dog and a cow play together inside the fence.	A dog and cow are chasing the horse.	contradiction
A young man, wearing a white shirt, prepares hotdogs on a small grill.	A young man is grilling food.	entailment
A young man, wearing a white shirt, prepares hotdogs on a small grill.	A young man is grilling hotdogs for a Memorial Day party.	neutral
A young man, wearing a white shirt, prepares hotdogs on a small grill.	A young man is grilling fish in his underwear.	contradiction
People looking at their reflection and the reflection of a city in a long irregular shaped mirror	People look at their reflection in New York City.	neutral
People looking at their reflection and the reflection of a city in a long irregular shaped mirror	People checking out their reflection.	entailment
People looking at their reflection and the reflection of a city in a long irregular shaped mirror	People look their reflection in a regular mirror.	contradiction
A small child is riding in a red wagon.	A kid is playing inside the house.	neutral
A small child is riding in a red wagon.	A kid is in a wagon.	entailment
A small child is riding in a red wagon.	A kid is in a wagon and someone is pulling it.	neutral
A girl in a blue shirt hugging a girl also in a blue shirt.	Someone made one of the girls cry.	neutral
A girl in a blue shirt hugging a girl also in a blue shirt.	Two girls are wearing blue shirts.	entailment
A girl in a blue shirt hugging a girl also in a blue shirt.	Two boys are playing together.	contradiction
Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background.	Four friends at the beach pose in the water.	contradiction
Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background.	Four friends pose for a photo on their ski holiday.	neutral
Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background.	Four people pose for an outdoor photo.	entailment
She is standing outside a building.	A female is outside, standing.	entailment
She is standing outside a building.	A woman is posing for a selfie.	neutral
She is standing outside a building.	A woman is sitting at her desk.	contradiction
A man is riding his dirt bike through the air in the desert.	A man is watching another man skateboard at a park.	contradiction
A man is riding his dirt bike through the air in the desert.	A man is showing off to his girlfriend while doing tricks on a dirt bike.	neutral
A man is riding his dirt bike through the air in the desert.	A man is on a motorbike.	entailment
Three people wearing black blindfolds near a "Salvar O Planeta" sign.	there are 3 people with blindfolds	entailment
Three people wearing black blindfolds near a "Salvar O Planeta" sign.	they are protesting	neutral
Three people wearing black blindfolds near a "Salvar O Planeta" sign.	they can all see	contradiction
A man spraying water onto a former piece of architecture that is being taken down by a piece of machinery.	A man washes off a chunk of building as it is disassembled.	-
A man spraying water onto a former piece of architecture that is being taken down by a piece of machinery.	A machine takes down architecture as a man sprays water on it.	entailment
A man spraying water onto a former piece of architecture that is being taken down by a piece of machinery.	A man throws rocks at a wall.	contradiction
A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.	The building is being painted.	contradiction
A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.	The demolition vehicle is being operated.	entailment
A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.	The man is spraying water on the rubble so that it doesn't get too dusty as the building is demolished.	neutral
A young blond girl is eating her frozen snack while sitting on a bench next to a red stroller.	a woman with two blue cars sits in a parking lot	contradiction
A young blond girl is eating her frozen snack while sitting on a bench next to a red stroller.	a woman rests near her baby	neutral
A young blond girl is eating her frozen snack while sitting on a bench next to a red stroller.	a girl eats on a bench near a stroller	entailment
A group of people building gingerbread houses.	A group of schoolchildren are working on a gingerbread house neighborhood for class.	neutral
A group of people building gingerbread houses.	A man is yelling at his son about the broken television behind them.	contradiction
A group of people building gingerbread houses.	More than one person is working on edible buildings.	entailment
A group of people sitting and knitting.	People are sitting.	entailment
A group of people sitting and knitting.	Everyone is sleeping.	contradiction
A group of people sitting and knitting.	A group of women are knitting.	neutral
A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining.	The girl in a pink dress uses an umbrella for a sun shade.	neutral
A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining.	The girl in pink holding an umbrella.	entailment
A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining.	The girl in a blue dress is standing in the rain with an umbrella.	contradiction
A young woman wearing a yellow sweater and black pants is ice skating outdoors.	a woman is active	entailment
A young woman wearing a yellow sweater and black pants is ice skating outdoors.	a woman is practicing for the olympics	neutral
A young woman wearing a yellow sweater and black pants is ice skating outdoors.	the woman is cooking in the kitchen	contradiction
A young lady and group of younger girls watching a group of military men drive down the road at a parade.	The women are driving down the road.	contradiction
A young lady and group of younger girls watching a group of military men drive down the road at a parade.	Women are watching a parade.	entailment
A young lady and group of younger girls watching a group of military men drive down the road at a parade.	They think the men are handsome.	neutral
A woman standing in front of a large tank at an aquarium turns around to look at the photographer.	A woman is looking at a phtographer	entailment
A woman standing in front of a large tank at an aquarium turns around to look at the photographer.	A woman is tying her shoes	contradiction
A woman standing in front of a large tank at an aquarium turns around to look at the photographer.	A woman wants a new facebook picture of her at the aquarium	neutral
A boy in sports themed pajamas is in front of a Christmas tree.	the kid is in front of the tree	entailment
A boy in sports themed pajamas is in front of a Christmas tree.	the kid is on Saturn	contradiction
A boy in sports themed pajamas is in front of a Christmas tree.	the kid is in front of the tree on christmas eve	neutral
A young man wearing a hoodie, pants, and athletic shoes is sitting on a red lounge chair and watching hi-def tv.	Man out for a jog.	contradiction
A young man wearing a hoodie, pants, and athletic shoes is sitting on a red lounge chair and watching hi-def tv.	Man in relaxed clothing lounging in a chair watching tv	entailment
A young man wearing a hoodie, pants, and athletic shoes is sitting on a red lounge chair and watching hi-def tv.	Man sitting in a red chair flipping through tv channels.	entailment
A man is laid back in front of a tv.	a man is relaxing	entailment
A man is laid back in front of a tv.	he is watching the news	neutral
A man is laid back in front of a tv.	the man is standing in the kitchen	contradiction
A little boy playing outside on the cement.	A boy is playing with a toy car.	neutral
A little boy playing outside on the cement.	A boy is outside playing.	entailment
A little boy playing outside on the cement.	A boy is doing homework.	contradiction
Woman running in a park while listening to music.	A woman exercising for the day.	neutral
Woman running in a park while listening to music.	A man cooking at home.	contradiction
Woman running in a park while listening to music.	A woman jogging in a park.	entailment
Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.	Two opponents are getting ready to face off in a Hockey game.	neutral
Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.	Two men are getting ready to play basketball.	contradiction
Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.	Hockey players are standing on the ice rink.	entailment
People hurrying to get to work in a busy city.	People rushing to get to work.	entailment
People hurrying to get to work in a busy city.	People rushing to get to work in a busy city cause they are late.	neutral
People hurrying to get to work in a busy city.	People waiting at a bus stop.	neutral
An Asian woman in a hat is measuring food from barrels with a ladle into a smaller metal pan.	A woman is portioning out soup for the workers.	neutral
An Asian woman in a hat is measuring food from barrels with a ladle into a smaller metal pan.	A woman is measuring out wine from a barrel.	contradiction
An Asian woman in a hat is measuring food from barrels with a ladle into a smaller metal pan.	A woman is handling food containers.	neutral
A man in a hard hat, gray t-shirt and holding a cordless drill saluting in front of a large American flag.	A man in a red t-shirt holding a wrench salutes the American flag.	-
A man in a hard hat, gray t-shirt and holding a cordless drill saluting in front of a large American flag.	A construction man takes a break to salute the flag.	neutral
A man in a hard hat, gray t-shirt and holding a cordless drill saluting in front of a large American flag.	A man saluting the American Flag.	entailment
A lady in a blue and white tube top takes her own picture with a disposable camera while another lady with a bag flashes a piece sign in the background.	A lady is taking pictures at a party.	neutral
A lady in a blue and white tube top takes her own picture with a disposable camera while another lady with a bag flashes a piece sign in the background.	A lady uses a camera.	entailment
A lady in a blue and white tube top takes her own picture with a disposable camera while another lady with a bag flashes a piece sign in the background.	A lady is filming the party.	contradiction
A man preparing to bat in a baseball game.	The woman is playing baseball.	contradiction
A man preparing to bat in a baseball game.	A man is going to play baseball.	entailment
A man preparing to bat in a baseball game.	The man is on a team.	neutral
Woman in a blue dress and carrying a black purse, rides a scooter down the street.	the girl is riding down a dirt street	neutral
Woman in a blue dress and carrying a black purse, rides a scooter down the street.	the women rides a scooter down the street	entailment
Woman in a blue dress and carrying a black purse, rides a scooter down the street.	the girl is wearing a black dress and a blue purse	contradiction
Boy with red shorts getting soaked with water.	A boy is getting splashed.	neutral
Boy with red shorts getting soaked with water.	The boy is having fun.	neutral
Boy with red shorts getting soaked with water.	The boy is not wet.	contradiction
A woman in a red shirt and white skirt playing tennis.	A woman is wearing a silk shirt.	neutral
A woman in a red shirt and white skirt playing tennis.	A woman is wearing a shirt.	entailment
A woman in a red shirt and white skirt playing tennis.	A woman is in the shower.	contradiction
A tennis player in blue shorts and a white shirt making an aggressive backhand swing towards the tennis ball.	A person is holding a tennis racket.	entailment
A tennis player in blue shorts and a white shirt making an aggressive backhand swing towards the tennis ball.	A person is standing on a tennis court.	neutral
A tennis player in blue shorts and a white shirt making an aggressive backhand swing towards the tennis ball.	The person is taking a nap in their bed.	contradiction
A man working at the top of a telephone pole.	The guy is hunting in the woods.	contradiction
A man working at the top of a telephone pole.	A man is working outside.	entailment
A man working at the top of a telephone pole.	A man is checking the telephone wires.	neutral
A person wearing orange stockings and chunky boots has her legs stretched out on the grass.	The stockings are white and purple.	contradiction
A person wearing orange stockings and chunky boots has her legs stretched out on the grass.	The boots have a hole in them.	neutral
A person wearing orange stockings and chunky boots has her legs stretched out on the grass.	A person is wearing boots.	entailment
A nighttime street scene of a restaurant.	The restaurant is open at night.	entailment
A nighttime street scene of a restaurant.	A nighttime scene of an apartment building.	contradiction
A nighttime street scene of a restaurant.	The restaurant is about to close.	neutral
A man in a gray sweatshirt using a power saw.	the guy is dancing to Michael Jackson	contradiction
A man in a gray sweatshirt using a power saw.	the guy in the sweatshirt uses the power saw	entailment
A man in a gray sweatshirt using a power saw.	the guy in the sweatshirt uses the power saw to saw wood for a house	neutral
A female marathon runner wearing a red headband, a red tank top and black shorts jogging down a paved road.	two women arm wrestle in a bar	contradiction
A female marathon runner wearing a red headband, a red tank top and black shorts jogging down a paved road.	a woman runs quickly down a road	neutral
A female marathon runner wearing a red headband, a red tank top and black shorts jogging down a paved road.	a lady runs wearing red and black	entailment
The man in the brown shirt is holding the hand of the long-haired child in front of a painting.	A dad took his child to a museum to see a famous painting.	neutral
The man in the brown shirt is holding the hand of the long-haired child in front of a painting.	A male has clothes on with his hand holding another young male in front of a painting.	neutral
The man in the brown shirt is holding the hand of the long-haired child in front of a painting.	A dad and his kid is fishing in the middle of the Pacific ocean.	contradiction
A group of people in black outfits drinking beer.	People eat chunks of meat.	contradiction
A group of people in black outfits drinking beer.	People drink a beverage.	entailment
A group of people in black outfits drinking beer.	People drink beer at the pub.	neutral
Three women are dressed in ninja costumes.	There is only one person present.	contradiction
Three women are dressed in ninja costumes.	There are multiple people present.	entailment
Three women are dressed in ninja costumes.	The ninja costumes are black.	neutral
A group of people at a 4th of july celebration, with one man standing on a stage with american flag colored decorations around him.	A group are celebrating the 4th of July.	entailment
A group of people at a 4th of july celebration, with one man standing on a stage with american flag colored decorations around him.	The group are celebrating Christmas.	contradiction
A group of people at a 4th of july celebration, with one man standing on a stage with american flag colored decorations around him.	The group are blowing up fireworks.	-
Man in dark shirt, yellow shorts and yellow bandanna leaps to catch a white frisbee on a soccer court.	a man is competing with others on a soccor court	neutral
Man in dark shirt, yellow shorts and yellow bandanna leaps to catch a white frisbee on a soccer court.	a man is preaparing to play a game	neutral
Man in dark shirt, yellow shorts and yellow bandanna leaps to catch a white frisbee on a soccer court.	a man is a t a soccor court	entailment
Female beach volleyball players on either side of a net, with one looking to spike the ball as her teammate watches with the blue sky in the background.	One player on the women's beach volleyball team jumps to spike the ball as her teammate looks on.	entailment
Female beach volleyball players on either side of a net, with one looking to spike the ball as her teammate watches with the blue sky in the background.	A group of women are soaked from the rain.	contradiction
Female beach volleyball players on either side of a net, with one looking to spike the ball as her teammate watches with the blue sky in the background.	Some women are playing a sport.	entailment
A crowd and two males dressed in different cultural attire playing the drums.	Two men in cultural garb are moving some drums.	-
A crowd and two males dressed in different cultural attire playing the drums.	Two men in cultural garb are playing drums among a crowd.	entailment
A crowd and two males dressed in different cultural attire playing the drums.	Two men in cultural garb play the drums for a crowd.	entailment
Two dogs are playing catch in a field.	The two dogs are playing with a frisbee.	neutral
Two dogs are playing catch in a field.	The two dogs are outside.	entailment
Two dogs are playing catch in a field.	The two dogs are resting in the field.	contradiction
Man and a child at an exhibit booth looking at something.	A man and his son are looking at something.	neutral
Man and a child at an exhibit booth looking at something.	A woman and her dog are eating breakfast.	contradiction
Man and a child at an exhibit booth looking at something.	A man and a child look at something.	entailment
A windsurfer catching air with water streaming off of the board.	A person is windsurfing.	entailment
A windsurfer catching air with water streaming off of the board.	The windsurfer is having fun.	neutral
A windsurfer catching air with water streaming off of the board.	No one is windsurfing.	contradiction
Many people have decided to take a rest on the steps.	The people are on the famous steps Rocky runs up in a training montage.	neutral
Many people have decided to take a rest on the steps.	The people are all running very fast in the Boston Marathon.	contradiction
Many people have decided to take a rest on the steps.	People are taking a break from their activities.	entailment
A man is standing on his tip toes in front of two people sitting in the car.	A man stands on his tip toes in front of two people.	entailment
A man is standing on his tip toes in front of two people sitting in the car.	A man missing his legs sits in a wheelchair.	contradiction
A man is standing on his tip toes in front of two people sitting in the car.	A short man stands on his tip toes in front of two people.	neutral
An elderly woman in a white jacket walking past a brick wall using a cain to support herself.	The woman is Asian.	neutral
An elderly woman in a white jacket walking past a brick wall using a cain to support herself.	The woman is in a wheelchair.	contradiction
